0.1	0.104127	14765
0.104127	0.108255	14412
0.108255	0.112382	13543
0.112382	0.11651	12991
0.11651	0.120637	12640
0.120637	0.124765	12256
0.124765	0.128892	11829
0.128892	0.13302	11351
0.13302	0.137147	10983
0.137147	0.141275	10831
0.141275	0.145402	10604
0.145402	0.14953	10173
0.14953	0.153657	9983
0.153657	0.157785	9601
0.157785	0.161912	9446
0.161912	0.16604	8992
0.16604	0.170167	8976
0.170167	0.174295	8621
0.174295	0.178422	8448
0.178422	0.18255	8301
0.18255	0.186677	8040
0.186677	0.190805	8109
0.190805	0.194932	7882
0.194932	0.199059	7742
0.199059	0.203187	7421
0.203187	0.207314	7512
0.207314	0.211442	7219
0.211442	0.215569	7111
0.215569	0.219697	7008
0.219697	0.223824	6799
0.223824	0.227952	6739
0.227952	0.232079	6552
0.232079	0.236207	6436
0.236207	0.240334	6343
0.240334	0.244462	6131
0.244462	0.248589	6106
0.248589	0.252717	5806
0.252717	0.256844	5994
0.256844	0.260972	5871
0.260972	0.265099	5914
0.265099	0.269227	5377
0.269227	0.273354	5519
0.273354	0.277482	5694
0.277482	0.281609	5328
0.281609	0.285737	5260
0.285737	0.289864	5227
0.289864	0.293992	5161
0.293992	0.298119	5041
0.298119	0.302246	5041
0.302246	0.306374	4997
0.306374	0.310501	4810
0.310501	0.314629	4903
0.314629	0.318756	4753
0.318756	0.322884	4658
0.322884	0.327011	4570
0.327011	0.331139	4491
0.331139	0.335266	4455
0.335266	0.339394	4482
0.339394	0.343521	4537
0.343521	0.347649	4260
0.347649	0.351776	4449
0.351776	0.355904	4356
0.355904	0.360031	4298
0.360031	0.364159	4204
0.364159	0.368286	4087
0.368286	0.372414	3947
0.372414	0.376541	3935
0.376541	0.380669	4004
0.380669	0.384796	4004
0.384796	0.388924	4038
0.388924	0.393051	3827
0.393051	0.397178	3776
0.397178	0.401306	3829
0.401306	0.405433	3733
0.405433	0.409561	3611
0.409561	0.413688	3616
0.413688	0.417816	3600
0.417816	0.421943	3484
0.421943	0.426071	3458
0.426071	0.430198	3527
0.430198	0.434326	3592
0.434326	0.438453	3442
0.438453	0.442581	3484
0.442581	0.446708	3386
0.446708	0.450836	3316
0.450836	0.454963	3326
0.454963	0.459091	3236
0.459091	0.463218	3197
0.463218	0.467346	3278
0.467346	0.471473	3104
0.471473	0.475601	3120
0.475601	0.479728	3223
0.479728	0.483856	3150
0.483856	0.487983	3136
0.487983	0.49211	2980
0.49211	0.496238	3061
0.496238	0.500365	2977
0.500365	0.504493	3045
0.504493	0.50862	2984
0.50862	0.512748	3003
0.512748	0.516875	2950
0.516875	0.521003	2962
0.521003	0.52513	2778
0.52513	0.529258	2885
0.529258	0.533385	2796
0.533385	0.537513	2758
0.537513	0.54164	2801
0.54164	0.545768	2763
0.545768	0.549895	2730
0.549895	0.554023	2601
0.554023	0.55815	2648
0.55815	0.562278	2597
0.562278	0.566405	2670
0.566405	0.570533	2702
0.570533	0.57466	2675
0.57466	0.578788	2657
0.578788	0.582915	2597
0.582915	0.587042	2579
0.587042	0.59117	2482
0.59117	0.595297	2582
0.595297	0.599425	2542
0.599425	0.603552	2533
0.603552	0.60768	2417
0.60768	0.611807	2435
0.611807	0.615935	2455
0.615935	0.620062	2488
0.620062	0.62419	2441
0.62419	0.628317	2400
0.628317	0.632445	2388
0.632445	0.636572	2432
0.636572	0.6407	2424
0.6407	0.644827	2288
0.644827	0.648955	2308
0.648955	0.653082	2200
0.653082	0.65721	2283
0.65721	0.661337	2253
0.661337	0.665465	2323
0.665465	0.669592	2218
0.669592	0.67372	2233
0.67372	0.677847	2194
0.677847	0.681975	2146
0.681975	0.686102	2182
0.686102	0.690229	2211
0.690229	0.694357	2253
0.694357	0.698484	2247
0.698484	0.702612	2076
0.702612	0.706739	2089
0.706739	0.710867	2089
0.710867	0.714994	2071
0.714994	0.719122	2122
0.719122	0.723249	2041
0.723249	0.727377	2081
0.727377	0.731504	2093
0.731504	0.735632	2092
0.735632	0.739759	1993
0.739759	0.743887	1957
0.743887	0.748014	2022
0.748014	0.752142	2009
0.752142	0.756269	2065
0.756269	0.760397	1942
0.760397	0.764524	2023
0.764524	0.768652	1952
0.768652	0.772779	1944
0.772779	0.776907	1949
0.776907	0.781034	1975
0.781034	0.785161	1886
0.785161	0.789289	1896
0.789289	0.793416	1847
0.793416	0.797544	1888
0.797544	0.801671	1816
0.801671	0.805799	1877
0.805799	0.809926	1846
0.809926	0.814054	1790
0.814054	0.818181	1870
0.818181	0.822309	1892
0.822309	0.826436	1887
0.826436	0.830564	1771
0.830564	0.834691	1834
0.834691	0.838819	1824
0.838819	0.842946	1807
0.842946	0.847074	1793
0.847074	0.851201	1755
0.851201	0.855329	1776
0.855329	0.859456	1694
0.859456	0.863584	1782
0.863584	0.867711	1694
0.867711	0.871839	1695
0.871839	0.875966	1744
0.875966	0.880093	1700
0.880093	0.884221	1692
0.884221	0.888348	1787
0.888348	0.892476	1656
0.892476	0.896603	1708
0.896603	0.900731	1654
0.900731	0.904858	1616
0.904858	0.908986	1651
